SL NO,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short Description,Description,In stock?,Sold individually?,Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Position,Meta: _specifications_display_attributes,Meta: _per_product_admin_commission_type,product-url,image_url,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global
,simple,,"
        60PCS PROFESSIONAL GRADE 3/8″ DR. FLANK SOCKET SET Toptul Brand    ",1,0,visible,,"18 BAEA1206~1224,
3/8″ Dr. 6PT Flank Sockets,
6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24 mm,
10 BAEE1208~1219,
3/8″ Dr. 6PT Flank Deep Sockets,
8, 9, 10, 11, 12, 13, 14, 15, 17, 19 mm,
3 BCAA12P1~12P3,
3/8″ Dr. Phillips Bit Sockets,
PH1, PH2, PH3,
3 BCBA12P1~12P3,
3/8″ Dr. Pozi Bit Sockets,
PZ1, PZ2, PZ3,
3 BCCA125E~1208,
3/8″ Dr. Slotted Bit Sockets,
5.5, 6.5, 8 mm,
7 BCDA1203~1210,
3/8″ Dr. Hex Bit Sockets,
3, 4, 5, 6, 7, 8, 10 mm,
9 BCFA1215~1255,
3/8″ Dr. Star Bit Sockets,
T15, T20, T25, T27, T30, T40, T45, T50, T55,
2 CAAA1203 & 1210,
3/8″ Dr. Extension Bar – 3″ & 10″ (L),
2 BAAR1216 & 1221,
3/8″ Dr. Spark Plug Sockets – 16 & 21 mm,
1 CJBG1220,
3/8″ Dr. 36 Teeth Reversible Ratchet Handle with Quick Release,
1 CAHA1254,
3/8″ Dr. Universal Joint,
1 CAGA1612,
1/2″(F) x 3/8″(M) Dr. 3-Way Adapter",1,0,1,Thanks for purchasing,"8,422.00","8,866.00","Hand Tools,Socket Wrenches,Socket Wrenches,Tools and Hardware,Wrenches",,Dhaka Only,p_160929_08528.jpg,0,yes,percentage,https://www.fixit.com.bd/product/60pcs-professional-grade-38-dr-flank-socket-set-toptul-brand/,https://www.fixit.com.bd/wp-content/uploads/2018/06/p_160929_08528.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        12 Volts Spot Light    ",1,0,visible,,,1,0,1,Thanks for purchasing,,57.00,"Electrical,LED Light Bulbs,Light Bulbs",,Dhaka Only,20-406-web-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/12-volts-spot-light-2/,https://www.fixit.com.bd/wp-content/uploads/2018/01/20-406-web-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        3 22 mm Pipe Cutter Tolsen Brand 33003    ",1,0,visible,,"• Aluminium alloy body,• Packing: blister card",1,0,1,Thanks for purchasing,,261.00,"Pipe/Tube Cutting,Plumbing,Plumbing Tools",,Dhaka Only,3-22-mm-Pipe-Cutter-Tolsen-Brand-33003-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/3-22-mm-pipe-cutter-tolsen-brand-33003/,https://www.fixit.com.bd/wp-content/uploads/2018/04/3-22-mm-Pipe-Cutter-Tolsen-Brand-33003-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        5 Meter or 10 Feet Measuring Tape Tazima Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,600.00,"Hand Tools,Measure and Layout Tools,Tools and Hardware",,Dhaka Only,"09-162B.jpg,09-162A.jpg",0,yes,percentage,https://www.fixit.com.bd/product/5-meter-or-10-feet-measuring-tape-tazima-brand/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/09-162A.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/09-162B.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        One side key and one side knob Durable and High Security Deadbolt Lock HMBR Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,550.00,"Locks,Safety and Security,Tools and Hardware",,Dhaka Only,IMG_4718-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/one-side-key-and-one-side-knob-durable-and-high-security-deadbolt-lock-hmbr-brand/,https://www.fixit.com.bd/wp-content/uploads/2019/01/IMG_4718-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        Woman Sign Toilet Symbol with Double Sided Adhesive Foam Tape    ",1,0,visible,,,1,0,1,Thanks for purchasing,,230.00,"Door Signs,Doors and Windows",,Dhaka Only,"26-3223B.jpg,26-3223A.jpg",0,yes,percentage,https://www.fixit.com.bd/product/woman-sign-toilet-symbol-with-double-sided-adhesive-foam-tape/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/26-3223A.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/26-3223B.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        10.8V 50Hz 0-550RPM Cordless Drill Machine Tolsen Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,"4,300.00","Drill Machine,Power Tools,Tools and Hardware",,Dhaka Only,"tolsen-mini3-600x600.jpg,tolsen-mini-600x600.jpg",0,yes,percentage,https://www.fixit.com.bd/product/10-8v-50hz-0-550rpm-cordless-drill-machine-tolsen-brand/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/tolsen-mini-600x600.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/tolsen-mini3-600x600.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        75mm Tct Hole Saw Tolsen Brand 75975    ",1,0,visible,,"• 3-ply cutters reduces tip crack even with hard use,• Special Carbide tip can drilling the Stainless Steel,sheet smoothly and nicely,• Long life working of the hardened steel,• Apply on portable and pillar drilling machines,• Packing: plastic box with color label, ",1,0,1,Thanks for purchasing,,"1,088.00","Power Tool Accessories,Tct Hole Saw,Tools and Hardware",,Dhaka Only,75mm-Tct-Hole-Saw-Tolsen-Brand-75975-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/75mm-tct-hole-saw-tolsen-brand-75975/,https://www.fixit.com.bd/wp-content/uploads/2018/04/75mm-Tct-Hole-Saw-Tolsen-Brand-75975-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        2mm to 10mm 8pcs T-Handle Hex Key Wrench Hans Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,"3,625.00","Hand Tools,Tools and Hardware,Wrenches",,Dhaka Only,2mm-to-10mm-8pcs-T-Handle-Hex-Key-Wrench-Hans-Brand-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/2mm-to-10mm-8pcs-t-handle-hex-key-wrench-hans-brand/,https://www.fixit.com.bd/wp-content/uploads/2018/05/2mm-to-10mm-8pcs-T-Handle-Hex-Key-Wrench-Hans-Brand-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        96mm Nickel Silver Color Furniture Handle    ",1,0,visible,,,1,0,1,Thanks for purchasing,,209.00,"Cabinet and Furniture Hardware,Pulls,Tools and Hardware",,Dhaka Only,05-1148-web-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/96mm-nickel-silver-color-furniture-handle/,https://www.fixit.com.bd/wp-content/uploads/2018/01/05-1148-web-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        10 Inch Stainless Steel Scissor Ranger Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,542.00,570.00,"Hand Tools,Scissors,Tools and Hardware",,Dhaka Only,"26-3078C.jpg,26-3078B.jpg,26-3078A.jpg",0,yes,percentage,https://www.fixit.com.bd/product/10-inch-stainless-steel-scissor-ranger-brand-2/,"https://www.fixit.com.bd/wp-content/uploads/2017/09/26-3078A.jpg,https://www.fixit.com.bd/wp-content/uploads/2017/09/26-3078B.jpg,https://www.fixit.com.bd/wp-content/uploads/2017/09/26-3078C.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        4 Inch  x 3mm Thickness Solid Brass Stainless Steel Door Hinge VEKS Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,523.00,550.00,"Cabinet and Furniture Hardware,Hinges,Tools and Hardware",,Dhaka Only,"25-147B.jpg,25-147A.jpg",0,yes,percentage,https://www.fixit.com.bd/product/4-inch-x-3mm-thickness-solid-brass-stainless-steel-door-hinge-veks-brand-2/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/25-147A.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/25-147B.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        200mm Vernier Caliper Tolsen Brand 35051    ",1,0,visible,,"• Accuracy: 0.02mm,• Stainless steel,• Four-way measurement,• Packing: plastic case with color sleeve",1,0,1,Thanks for purchasing,,"3,335.00","Hand Tools,Measure and Layout Tools,Tools and Hardware",,Dhaka Only,200mm-Vernier-Caliper-Tolsen-Brand-35051-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/200mm-vernier-caliper-tolsen-brand-35051/,https://www.fixit.com.bd/wp-content/uploads/2018/04/200mm-Vernier-Caliper-Tolsen-Brand-35051-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        450mm 18  Inch Adjustable Wrench Tolsen Brand 15006    ",1,0,visible,,"• Drop forged steel,• Chrome finish,• Packing: poly bag+hang tag",1,0,1,Thanks for purchasing,,"2,030.00","Adjustable Wrenches,Hand Tools,Tools and Hardware",,Dhaka Only,450mm-18-Inch-Adjustable-Wrench-Tolsen-Brand-15006-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/450mm-18-inch-adjustable-wrench-tolsen-brand-15006/,https://www.fixit.com.bd/wp-content/uploads/2018/04/450mm-18-Inch-Adjustable-Wrench-Tolsen-Brand-15006-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        3 ft. Multicolor Walking Stick With Torch Light    ",1,0,visible,,,1,0,1,Thanks for purchasing,509.00,536.00,"Appliance,Canes,Mobility",,Dhaka Only,26-1277-web-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/3-ft-multicolor-walking-stick-with-torch-light-2/,https://www.fixit.com.bd/wp-content/uploads/2018/01/26-1277-web-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        4 Inch x 105mm Diamond Saw Karigor Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,82.00,"Power Tool Accessories,Saw Blades,Tools and Hardware",,Dhaka Only,03-118-web-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/4-inch-x-105mm-diamond-saw-karigor-brand/,https://www.fixit.com.bd/wp-content/uploads/2018/01/03-118-web-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        16 Inch x 300mm octagonal handle sharp point chisel orange Color HMBR Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,540.00,"Chisels,Hand Tools,Tools and Hardware",,Dhaka Only,01-476-web-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/16-inch-x-300mm-octagonal-handle-sharp-point-chisel-orange-color-hmbr-brand/,https://www.fixit.com.bd/wp-content/uploads/2018/01/01-476-web-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        128mm Antique Brass Color Furniture Handle Simple Design    ",1,0,visible,,,1,0,1,Thanks for purchasing,152.00,160.00,"Cabinet and Furniture Hardware,Pulls,Tools and Hardware",,Dhaka Only,"05-1565B.jpg,05-1565A.jpg",0,yes,percentage,https://www.fixit.com.bd/product/128mm-antique-brass-color-furniture-handle-simple-design/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/05-1565A.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/05-1565B.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        11.0x142mm M2 Hss Twist Drill Bits Tolsen Brand 75060    ",1,0,visible,,"• HSS/M2,DIN338,• Fully ground,• 135° split point,• Packing: blister card, ",1,0,1,Thanks for purchasing,,377.00,"Drill Bits,Power Tool Accessories,Tools and Hardware",,Dhaka Only,11.0x142mm-M2-Hss-Twist-Drill-Bits-Tolsen-Brand-75060-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/11-0x142mm-m2-hss-twist-drill-bits-tolsen-brand-75060/,https://www.fixit.com.bd/wp-content/uploads/2018/04/11.0x142mm-M2-Hss-Twist-Drill-Bits-Tolsen-Brand-75060-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        6 Inch Star Head Stainless Steel Screw Driver  Lancer Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,180.00,"Hand Tools,Screwdrivers,Tools and Hardware",,Dhaka Only,"01-091A.jpg,01-091B.jpg",0,yes,percentage,https://www.fixit.com.bd/product/6-inch-star-head-stainless-steel-screw-driver-lancer-brand-2/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/01-091A.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/01-091B.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        SIZE. 0.05 1.00mm Feeler Gauges Tolsen Brand 35044    ",1,0,visible,,"• 100mm, 13blatt",1,0,1,Thanks for purchasing,,280.00,"Hand Tools,Measure and Layout Tools,Tools and Hardware",,Dhaka Only,SIZE.-0.05-1.00mm-Feeler-Gauges-Tolsen-Brand-35044-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/size-0-05-1-00mm-feeler-gauges-tolsen-brand-35044/,https://www.fixit.com.bd/wp-content/uploads/2018/04/SIZE.-0.05-1.00mm-Feeler-Gauges-Tolsen-Brand-35044-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        Silver Color Stainless Steel Adjustable Spring Tension Door Closer EZSET Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,"3,977.00","Door Closers,Door Knobs and Hardware,Tools and Hardware",,Dhaka Only,"05-1065A.jpg,05-1065C.jpg,05-1065B.jpg",0,yes,percentage,https://www.fixit.com.bd/product/silver-color-stainless-steel-adjustable-spring-tension-door-closer-ezset-brand/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/05-1065A.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/05-1065B.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/05-1065C.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        SK5 â€“ 100 x 18 x 0.5 mm 10 Pcs Refill only 4 Inch Anti Cutter Blade Deli Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,52.00,"Hand Tools,Knives and Blades,Tools and Hardware",,Dhaka Only,01-206-web-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/sk5-ae-100-x-18-x-0-5-mm-10-pcs-refill-only-4-inch-anti-cutter-blade-deli-brand/,https://www.fixit.com.bd/wp-content/uploads/2018/01/01-206-web-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        10 Liter Water Proofing Expert Dr Fixit Brand Lw 101    ",1,0,visible,,,1,0,1,Thanks for purchasing,,"3,000.00","Building Materials,Raw Building Materials",,Dhaka Only,41vgXNoAySL._SX342_.jpg,0,yes,percentage,https://www.fixit.com.bd/product/10-liter-water-proofing-expert-dr-fixit-brand-lw-101/,https://www.fixit.com.bd/wp-content/uploads/2019/04/41vgXNoAySL._SX342_.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        Multi-Color 3 Folding Auto Umbrella Swanker Brand    ",1,0,visible,,,1,0,1,Thanks for purchasing,,737.00,"Rain Gear,Safety Gear and Equipment,Tools and Hardware",,Dhaka Only,26-980-web-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/multi-color-3-folding-auto-umbrella-swanker-brand-2/,https://www.fixit.com.bd/wp-content/uploads/2018/01/26-980-web-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        27mm Combination Spanner Tolsen Brand 15035    ",1,0,visible,,"• CrV,• Chrome plated, satin finish,• Packing: flag label, ",1,0,1,Thanks for purchasing,,493.00,"Combination Spanner,Hand Tools,Tools and Hardware",,Dhaka Only,27mm-Combination-Spanner-Tolsen-Brand-15035-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/27mm-combination-spanner-tolsen-brand-15035/,https://www.fixit.com.bd/wp-content/uploads/2018/04/27mm-Combination-Spanner-Tolsen-Brand-15035-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        15mm Combination Spanner Tolsen Brand 15023    ",1,0,visible,,"• CrV,• Chrome plated, satin finish,• Packing: flag label, ",1,0,1,Thanks for purchasing,,218.00,"Combination Spanner,Hand Tools,Tools and Hardware",,Dhaka Only,15mm-Combination-Spanner-Tolsen-Brand-15023-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/15mm-combination-spanner-tolsen-brand-15023/,https://www.fixit.com.bd/wp-content/uploads/2018/04/15mm-Combination-Spanner-Tolsen-Brand-15023-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        13A 220V 3 Flat Pin Switch Socket    ",1,0,visible,,,1,0,1,Thanks for purchasing,43.00,46.00,"Electrical,Switches,Switches and Outlets",,Dhaka Only,"20-1398A.jpg,20-1398B.jpg",0,yes,percentage,https://www.fixit.com.bd/product/13a-220v-3-flat-pin-switch-socket/,"https://www.fixit.com.bd/wp-content/uploads/2018/01/20-1398A.jpg,https://www.fixit.com.bd/wp-content/uploads/2018/01/20-1398B.jpg",,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        8x180x280mm T Type Wrench Tolsen Brand 15110    ",1,0,visible,,"• Chrome plated, satin finish,• Packing: paper hanger, ",1,0,1,Thanks for purchasing,,160.00,"Hand Tools,Tools and Hardware,Wrenches",,Dhaka Only,8x180x280mm-T-Type-Wrench-Tolsen-Brand-15110-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/8x180x280mm-t-type-wrench-tolsen-brand-15110/,https://www.fixit.com.bd/wp-content/uploads/2018/04/8x180x280mm-T-Type-Wrench-Tolsen-Brand-15110-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
,simple,,"
        4  Inch 3 Jaw Gear Puller Tolsen Brand 65011    ",1,0,visible,,"• Overall forged steel with hardened treatment,• Zinc plated surface treatment,• Thread: black finished,• Packing: drawing box, ",1,0,1,Thanks for purchasing,,406.00,"Hand Tools,Tools and Hardware,Wrenches",,Dhaka Only,4-Inch-3-Jaw-Gear-Puller-Tolsen-Brand-65011-600x600.jpg,0,yes,percentage,https://www.fixit.com.bd/product/4-inch-3-jaw-gear-puller-tolsen-brand-65011/,https://www.fixit.com.bd/wp-content/uploads/2018/04/4-Inch-3-Jaw-Gear-Puller-Tolsen-Brand-65011-600x600.jpg,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1
